index,DEBTINC,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,BAD
2597,38.877808385,15900,38514.0,50309.0,DebtCon,Other,6.0,1.0,0.0,101.82614234,1.0,16.0,0
2598,26.61774876,24000,43948.0,86111.0,HomeImp,Other,24.0,0.0,0.0,258.30359386,0.0,7.0,0
2599,30.55300542,26900,215692.0,286555.0,HomeImp,ProfExe,8.0,,5.0,468.1781224,,55.0,0
2600,27.920661771,29900,230499.0,294326.0,DebtCon,ProfExe,15.0,0.0,1.0,250.49100715,2.0,26.0,0
2601,,11000,41000.0,63450.0,HomeImp,Other,2.9,,,,,,1
2602,38.934169132,13200,65372.0,81426.0,DebtCon,Other,4.0,,1.0,102.6208363,3.0,29.0,1
2603,,15500,52051.0,88200.0,DebtCon,Office,30.0,0.0,0.0,211.06666667,0.0,22.0,0
2604,,28100,61000.0,99000.0,DebtCon,Mgr,7.0,0.0,1.0,129.16666667,1.0,31.0,1
2605,,7500,,51610.0,HomeImp,ProfExe,4.0,0.0,3.0,158.26666667,2.0,18.0,1
2606,,13000,36223.0,,DebtCon,Other,9.0,1.0,0.0,132.86666667,0.0,14.0,1
2607,24.458320606,17100,91502.0,113251.0,DebtCon,Other,18.0,0.0,0.0,289.95440059,0.0,16.0,0
2608,38.600764985,36000,145908.0,190303.0,DebtCon,ProfExe,20.0,0.0,0.0,179.71924547,0.0,21.0,0
2609,37.466977302,33900,13154.0,62208.0,DebtCon,Other,1.0,0.0,0.0,111.98065696,1.0,5.0,0
2610,,6000,40000.0,54600.0,HomeImp,ProfExe,4.0,0.0,4.0,101.4,0.0,19.0,1
2611,,41400,,46000.0,DebtCon,Other,,6.0,,112.79603175,,20.0,0
2612,,23300,84083.0,107407.0,DebtCon,Self,2.0,0.0,1.0,153.23333333,6.0,23.0,1
2613,39.614334977,27700,54541.0,78832.0,DebtCon,Office,0.0,0.0,0.0,186.02084261,2.0,19.0,0
2614,,12000,,,HomeImp,Other,3.0,0.0,2.0,213.66666667,1.0,15.0,1
2615,,7000,55000.0,63000.0,HomeImp,Other,5.0,0.0,0.0,84.733333333,3.0,20.0,0
2616,29.283032502,23600,57327.0,105411.0,DebtCon,ProfExe,14.0,0.0,3.0,276.18236267,0.0,35.0,0
2617,27.869079212,13800,85805.0,135789.0,DebtCon,ProfExe,15.0,0.0,0.0,303.68822972,0.0,18.0,0
2618,37.099279114,21000,131378.0,199687.0,HomeImp,ProfExe,12.0,0.0,0.0,208.60596567,0.0,21.0,0
2619,40.261962227,29700,46268.0,79463.0,DebtCon,Office,0.0,0.0,0.0,161.27602904,3.0,19.0,0
2620,33.747826295,27300,,116708.0,DebtCon,Mgr,11.0,0.0,0.0,175.20096024,0.0,26.0,0
2621,35.158702571,8500,50031.0,57276.0,DebtCon,Office,0.0,0.0,0.0,171.21281473,0.0,21.0,0
2622,40.351902286,22800,76502.0,101288.0,DebtCon,Other,20.0,0.0,0.0,188.07772245,0.0,12.0,0
2623,24.298636083,8400,39991.0,58511.0,HomeImp,Office,10.0,,,176.99611174,,19.0,0
2624,40.640916113,17100,22162.0,128989.0,DebtCon,Other,11.0,0.0,0.0,367.9970935,0.0,9.0,0
2625,33.183677311,20300,94781.0,125948.0,DebtCon,ProfExe,12.0,,,148.65568751,,24.0,0
2626,28.216739433,21900,91767.0,141897.0,DebtCon,ProfExe,,0.0,0.0,207.65328952,0.0,21.0,0
2627,37.492645631,17100,92853.0,130864.0,DebtCon,Mgr,6.0,,,244.72881087,3.0,41.0,0
2628,32.76978633,14300,,29115.0,DebtCon,Other,14.0,,,82.066405167,2.0,7.0,0
2629,16.495080637,33700,28956.0,45640.0,DebtCon,Other,0.0,0.0,0.0,59.042703682,0.0,6.0,0
2630,27.922034782,15400,47749.0,74451.0,DebtCon,Mgr,3.0,0.0,0.0,133.89931229,1.0,8.0,0
2631,14.04201152,42800,6929.0,67573.0,HomeImp,Office,,0.0,0.0,299.38089192,0.0,19.0,0
2632,24.709060359,53800,,81322.0,HomeImp,Self,9.0,0.0,0.0,171.44755466,0.0,22.0,0
2633,,15000,74000.0,90000.0,DebtCon,ProfExe,9.0,1.0,3.0,136.96666667,0.0,27.0,1
2634,21.74161074,15200,20005.0,39605.0,DebtCon,Mgr,8.0,0.0,0.0,96.734902994,0.0,10.0,0
2635,38.268469992,28300,145931.0,239990.0,HomeImp,ProfExe,27.0,0.0,0.0,357.23095382,0.0,19.0,0
2636,39.789899148,53500,179116.0,257688.0,DebtCon,ProfExe,5.0,0.0,0.0,232.59595212,1.0,33.0,0
2637,34.598727401,12600,100590.0,138649.0,HomeImp,ProfExe,14.0,0.0,0.0,138.16470464,4.0,22.0,0
2638,37.316207652,25500,73083.0,126995.0,DebtCon,Office,1.0,0.0,0.0,289.20089863,1.0,24.0,0
2639,21.348254512,16900,61847.0,91671.0,DebtCon,ProfExe,9.0,0.0,0.0,202.05343558,0.0,20.0,0
2640,37.539963363,12700,72164.0,104220.0,DebtCon,Office,10.0,0.0,0.0,165.4307821,0.0,13.0,0
2641,,7500,39600.0,42000.0,DebtCon,Self,1.0,0.0,0.0,47.7,1.0,15.0,1
2642,40.296770712,31300,188655.0,298090.0,DebtCon,Other,28.0,0.0,0.0,153.0868546,0.0,22.0,0
2643,30.062792323,17800,13660.0,173360.0,HomeImp,Mgr,23.0,0.0,0.0,78.838898801,2.0,21.0,0
2644,,50000,,78703.0,HomeImp,Self,10.0,0.0,0.0,179.56666667,1.0,22.0,0
2645,42.930043097,7400,,44651.0,HomeImp,Other,2.0,0.0,0.0,271.91816905,0.0,25.0,0
2646,40.990703819,13800,40674.0,61216.0,DebtCon,Other,,0.0,0.0,108.79023328,2.0,19.0,0
2647,,13000,47000.0,60000.0,HomeImp,Self,1.0,0.0,0.0,,3.0,12.0,1
2648,32.553976104,8600,,54905.0,HomeImp,Other,8.0,0.0,0.0,308.65011743,2.0,13.0,0
2649,,10000,88777.5,112014.0,DebtCon,ProfExe,13.0,0.0,0.0,182.63333333,2.0,18.0,0
2650,29.843136669,12000,50581.0,70171.0,HomeImp,Other,,0.0,2.0,206.3192338,1.0,12.0,1
2651,,15000,73335.0,99400.0,DebtCon,ProfExe,0.5,0.0,0.0,273.93333333,2.0,21.0,0
2652,37.734940524,25600,47936.0,80600.0,DebtCon,Other,23.0,,1.0,290.47827682,0.0,30.0,0
2653,36.594664037,10100,45493.0,54605.0,HomeImp,Mgr,21.0,0.0,1.0,234.59177844,0.0,18.0,0
2654,,7400,2063.0,100448.0,HomeImp,Other,,0.0,0.0,96.133333333,0.0,14.0,1
2655,36.178122,16500,143404.0,165267.0,DebtCon,Mgr,14.0,0.0,1.0,169.7373629,1.0,31.0,1
2656,,26500,34678.0,68000.0,DebtCon,Mgr,14.0,1.0,0.0,88.3,6.0,16.0,0
2657,21.079998939,10800,,49495.0,HomeImp,Mgr,5.0,,,141.16529822,,8.0,0
2658,35.998225405,18200,13925.0,94898.0,DebtCon,Other,22.0,0.0,0.0,223.90191801,2.0,41.0,0
2659,39.462663394,12800,77318.0,97616.0,DebtCon,Mgr,6.0,0.0,0.0,125.53480182,2.0,27.0,0
2660,,6300,55000.0,69000.0,DebtCon,ProfExe,13.0,0.0,0.0,130.06666667,0.0,20.0,0
2661,,7500,,,HomeImp,Other,21.0,,,158.9,1.0,21.0,1
2662,40.653434674,48800,47476.0,105332.0,HomeImp,Self,9.0,0.0,0.0,194.13891853,3.0,36.0,0
2663,36.878389116,26600,140561.0,208775.0,HomeImp,ProfExe,5.0,0.0,0.0,197.52410245,1.0,27.0,0
2664,27.961550213,15200,87116.0,105971.0,HomeImp,Other,21.0,0.0,0.0,147.94667979,4.0,24.0,0
2665,29.954230932,13200,117985.0,138969.0,DebtCon,ProfExe,16.0,,1.0,178.06475237,0.0,33.0,0
2666,,12500,71582.0,93400.0,DebtCon,Other,6.0,3.0,0.0,74.066666667,1.0,21.0,0
2667,,10000,,,,Other,15.0,2.0,2.0,108.93333333,3.0,31.0,1
2668,,25000,136375.0,236250.0,HomeImp,ProfExe,29.0,0.0,0.0,354.1,1.0,19.0,0
2669,38.331255722,10100,81263.0,98536.0,DebtCon,Mgr,1.0,0.0,0.0,73.160447708,1.0,23.0,0
2670,36.025683828,10900,59029.0,76120.0,DebtCon,Other,2.0,0.0,0.0,231.73414438,0.0,10.0,0
2671,38.973539329,25600,240092.0,263958.0,HomeImp,Self,5.0,1.0,0.0,245.67947059,2.0,51.0,0
2672,38.026151095,11000,48538.0,63805.0,DebtCon,Other,9.0,0.0,0.0,88.606023456,0.0,22.0,0
2673,28.167074697,9100,78210.0,86558.0,DebtCon,Mgr,8.0,0.0,0.0,92.111504281,0.0,23.0,0
2674,34.95327869,13400,102700.0,121216.0,DebtCon,,3.0,0.0,0.0,124.56401792,1.0,25.0,0
2675,23.397362241,14700,30210.0,42751.0,DebtCon,Mgr,17.0,0.0,0.0,86.641823326,0.0,17.0,0
2676,58.295989944,11800,74512.0,93328.0,HomeImp,Office,4.0,5.0,0.0,117.91881998,,16.0,1
2677,40.304301343,13700,90714.0,120292.0,DebtCon,Office,11.0,0.0,0.0,215.61201633,0.0,13.0,0
2678,37.50722389,22400,72866.0,95734.0,DebtCon,Mgr,5.0,0.0,0.0,75.955735269,7.0,23.0,0
2679,35.204434527,21200,130373.0,204384.0,HomeImp,ProfExe,13.0,0.0,0.0,197.04446062,0.0,21.0,0
2680,30.09500969,10800,75378.0,86060.0,DebtCon,Mgr,6.0,0.0,0.0,102.66507078,0.0,23.0,0
2681,37.680169764,11000,60123.0,74887.0,HomeImp,Other,3.0,0.0,1.0,242.24976115,2.0,16.0,0
2682,33.525064301,20800,96994.0,140564.0,DebtCon,Mgr,13.0,0.0,0.0,169.68715741,1.0,25.0,0
2683,36.436251812,62700,120598.0,207803.0,DebtCon,ProfExe,9.0,0.0,0.0,304.31461506,2.0,26.0,0
2684,34.887236085,10300,75483.0,99345.0,DebtCon,ProfExe,3.0,0.0,0.0,133.79051006,0.0,25.0,0
2685,38.588222397,15600,62582.0,131510.0,DebtCon,Self,2.0,0.0,2.0,122.60405287,1.0,17.0,1
2686,33.509409038,23500,55731.0,89079.0,DebtCon,Mgr,4.0,0.0,0.0,273.67437989,1.0,25.0,0
2687,15.823900056,30600,231344.0,284199.0,DebtCon,ProfExe,7.0,0.0,1.0,202.52860351,0.0,29.0,0
2688,38.35512561,13000,27787.0,44901.0,DebtCon,Other,8.0,,1.0,166.7262772,7.0,28.0,0
2689,19.332810029,9800,79405.0,111563.0,DebtCon,Office,0.0,0.0,0.0,240.94299363,1.0,38.0,0
2690,,26200,51599.0,87148.0,DebtCon,Other,,0.0,0.0,129.93392053,2.0,19.0,1
2691,,9000,,63684.0,HomeImp,Other,,0.0,0.0,358.06666667,0.0,7.0,0
2692,7.8621936317,19800,56745.0,83146.0,DebtCon,Other,11.0,0.0,0.0,85.253619221,0.0,10.0,0
2693,40.880494666,27200,101680.0,134864.0,DebtCon,Office,10.0,0.0,1.0,150.59619803,0.0,29.0,0
2694,35.980542351,25100,96627.0,128022.0,DebtCon,ProfExe,1.0,0.0,0.0,197.63347142,3.0,37.0,0
2695,41.286491948,4000,26572.0,31960.0,HomeImp,Office,11.0,0.0,0.0,117.79510387,0.0,8.0,1
2696,18.735147443,27500,131269.0,211014.0,DebtCon,ProfExe,10.0,0.0,0.0,234.35128879,2.0,26.0,0
2697,,23900,7500.0,26500.0,DebtCon,Other,17.0,3.0,0.0,126.83333333,2.0,19.0,0
2698,34.763993775,28400,36484.0,73478.0,DebtCon,Mgr,13.0,1.0,0.0,100.9750908,6.0,16.0,0
2699,28.243062567,25900,,33888.0,HomeImp,Other,24.0,0.0,0.0,73.858496717,2.0,14.0,0
2700,25.012020369,33600,79877.0,118554.0,DebtCon,Mgr,9.0,0.0,0.0,78.327767713,1.0,35.0,0
2701,36.790875327,17200,94937.0,133859.0,DebtCon,Mgr,6.0,,,248.15887558,2.0,42.0,0
2702,43.20775979,5800,172595.0,250155.0,DebtCon,Sales,,0.0,0.0,126.40098356,0.0,21.0,0
2703,,13000,77355.0,114400.0,,,,,,,,,0
2704,,16400,81700.0,109025.0,DebtCon,ProfExe,10.0,0.0,0.0,155.26666667,3.0,19.0,0
2705,40.778142317,14300,85478.0,113372.0,DebtCon,ProfExe,9.0,0.0,0.0,190.75304367,1.0,36.0,0
2706,30.326398916,15700,135886.0,181894.0,DebtCon,Mgr,10.0,0.0,0.0,247.96506535,0.0,21.0,0
2707,72.670433313,5200,40564.0,39527.0,HomeImp,Other,0.0,0.0,0.0,157.77103572,1.0,13.0,1
2708,,20900,55000.0,79900.0,HomeImp,Other,2.5,0.0,0.0,45.631135531,1.0,14.0,1
2709,36.211626812,16800,81820.0,100366.0,DebtCon,ProfExe,6.0,0.0,1.0,335.3003273,,41.0,0
2710,37.316119916,17000,82662.0,111357.0,DebtCon,Mgr,17.0,0.0,0.0,252.30598474,4.0,30.0,0
2711,38.097902468,15400,50402.0,65561.0,DebtCon,Mgr,25.0,0.0,0.0,282.62290524,0.0,16.0,0
2712,,2300,37626.0,46200.0,HomeImp,Other,3.0,0.0,1.0,122.26666667,1.0,14.0,1
2713,27.808547086,15900,48563.0,64679.0,DebtCon,ProfExe,4.0,0.0,0.0,156.10138093,2.0,12.0,0
2714,36.554268317,9600,,68324.0,HomeImp,Other,,0.0,0.0,356.45017827,0.0,6.0,0
2715,,5000,70470.0,77908.0,DebtCon,,5.0,,,,,,0
2716,42.62357404,43200,367917.0,466755.0,HomeImp,ProfExe,3.0,0.0,0.0,312.30633923,4.0,15.0,0
2717,40.611094331,30600,54372.0,78653.0,DebtCon,Office,0.0,0.0,0.0,156.41356965,3.0,19.0,0
2718,35.949877053,12800,99160.0,114619.0,HomeImp,Office,2.0,0.0,0.0,142.2125619,0.0,22.0,0
2719,34.931086497,21000,53572.0,80048.0,DebtCon,Mgr,9.0,2.0,0.0,69.906569837,2.0,27.0,0
2720,,15000,98000.0,132790.0,DebtCon,Other,1.5,0.0,3.0,107.66666667,1.0,21.0,1
2721,30.247822552,21000,94063.0,139868.0,DebtCon,ProfExe,,0.0,0.0,207.21003554,0.0,21.0,0
2722,39.403812388,9400,61213.0,70800.0,HomeImp,Other,5.0,0.0,0.0,75.862659733,3.0,20.0,0
2723,,7900,42400.0,53000.0,DebtCon,Other,2.0,0.0,1.0,95.366666667,0.0,20.0,0
2724,,11000,122751.0,140000.0,DebtCon,Other,5.0,0.0,0.0,116.7,2.0,30.0,1
2725,36.183734398,21900,63967.0,102113.0,DebtCon,Office,10.0,,0.0,107.44989467,2.0,19.0,0
2726,43.519093321,23000,72681.0,105405.0,DebtCon,Mgr,0.0,,,230.07506449,4.0,23.0,0
2727,29.633608474,9300,38115.0,60493.0,DebtCon,Other,14.0,0.0,0.0,91.932632264,0.0,18.0,1
2728,42.50002486,19500,58638.0,13930.0,DebtCon,Other,4.0,,,69.005027135,0.0,16.0,0
2729,,5500,21359.0,30000.0,DebtCon,Other,7.0,3.0,2.0,130.8,3.0,14.0,1
2730,35.744770886,17500,17889.0,94453.0,DebtCon,Other,19.0,0.0,0.0,244.3562274,2.0,41.0,0
2731,34.571519125,89900,48811.0,88934.0,DebtCon,Other,15.0,0.0,0.0,219.60100218,0.0,16.0,0
2732,26.650512244,50800,,86207.0,HomeImp,Self,9.0,0.0,0.0,167.82361048,0.0,21.0,0
2733,15.028037471,31200,22907.0,46357.0,DebtCon,Other,0.0,0.0,0.0,62.416296878,0.0,6.0,0
2734,41.448763305,31400,37750.0,76204.0,DebtCon,Other,,,,268.26493058,0.0,16.0,0
2735,39.166328703,4000,67533.0,71865.0,HomeImp,Mgr,10.0,,2.0,227.79298841,0.0,25.0,0
2736,34.777089425,7600,80900.0,99525.0,DebtCon,ProfExe,2.0,0.0,0.0,135.64019635,0.0,26.0,0
2737,35.506774068,11100,54496.0,71895.0,HomeImp,Other,6.0,0.0,0.0,125.76577489,0.0,16.0,0
2738,32.200781329,23600,56023.0,83659.0,DebtCon,Mgr,5.0,0.0,0.0,267.75553453,2.0,25.0,0
2739,34.712768805,12500,83924.0,100114.0,HomeImp,ProfExe,0.0,0.0,0.0,71.304197606,1.0,20.0,0
2740,40.178651378,36500,87683.0,131532.0,DebtCon,Mgr,32.0,0.0,0.0,351.02575198,0.0,20.0,0
2741,39.740928127,16200,34984.0,46382.0,DebtCon,Other,11.0,0.0,0.0,175.14431949,3.0,20.0,1
2742,3.342569837,50100,256431.0,,,Other,0.0,0.0,4.0,142.34320495,2.0,25.0,1
2743,,25000,71700.0,122500.0,DebtCon,Office,0.0,0.0,0.0,303.4,1.0,24.0,0
2744,40.775864346,20400,,94446.0,HomeImp,Other,6.0,0.0,0.0,184.82428996,1.0,16.0,0
2745,,49500,9000.0,55000.0,DebtCon,Other,3.0,0.0,0.0,,0.0,0.0,1
2746,26.646083641,7400,88288.0,119677.0,HomeImp,ProfExe,5.0,0.0,0.0,194.37214004,1.0,27.0,0
2747,,16000,16300.0,128200.0,DebtCon,Other,10.0,0.0,0.0,366.26666667,1.0,10.0,0
2748,40.959377082,32100,127901.0,176592.0,DebtCon,Mgr,12.0,0.0,0.0,186.6022388,2.0,27.0,0
2749,37.611309376,28000,49764.0,74526.0,DebtCon,Other,24.0,,1.0,294.59478302,1.0,30.0,0
2750,,25000,65000.0,99000.0,DebtCon,ProfExe,12.0,0.0,0.0,283.06666667,1.0,33.0,0
2751,30.303766952,14400,61121.0,88844.0,HomeImp,Other,,0.0,0.0,295.79211095,0.0,20.0,0
2752,42.581948931,15000,27954.0,79333.0,HomeImp,Other,,0.0,0.0,256.0038054,1.0,49.0,0
2753,37.308246697,19800,47488.0,77916.0,,,,,,,,,0
2754,33.931163419,11700,56441.0,86987.0,HomeImp,Other,17.0,0.0,0.0,198.03271759,0.0,16.0,0
2755,39.351470851,11400,59813.0,72873.0,DebtCon,ProfExe,13.0,0.0,0.0,234.33024049,4.0,31.0,0
2756,34.058146802,8700,43759.0,50070.0,HomeImp,Mgr,19.0,1.0,1.0,218.9062534,0.0,17.0,0
2757,,12600,25000.0,37882.0,HomeImp,Other,8.8,0.0,0.0,87.2,2.0,12.0,0
2758,31.582252776,20500,,130396.0,HomeImp,Other,0.0,0.0,0.0,305.65642242,3.0,21.0,0
2759,,12500,69192.0,105300.0,DebtCon,Mgr,4.0,0.0,0.0,282.03333333,1.0,23.0,1
2760,34.702330738,8900,133847.0,157399.0,HomeImp,ProfExe,17.0,0.0,2.0,70.884144094,0.0,12.0,1
2761,40.62020969,25100,65633.0,100776.0,DebtCon,Other,15.0,0.0,1.0,141.93813032,0.0,29.0,0
2762,35.771675924,23600,50424.0,70281.0,DebtCon,Other,24.0,0.0,0.0,312.73847118,4.0,31.0,0
2763,26.343855653,14900,45701.0,78186.0,DebtCon,Mgr,5.0,0.0,0.0,125.03135342,1.0,8.0,0
2764,,25400,44800.0,78000.0,DebtCon,Other,21.0,0.0,0.0,211.03333333,1.0,27.0,0
2765,41.516389699,3600,61327.0,76484.0,HomeImp,Mgr,9.0,,2.0,202.51077515,0.0,25.0,0
2766,38.486948668,27300,44026.0,71597.0,DebtCon,Other,22.0,,1.0,287.22679628,0.0,30.0,0
2767,35.085720684,15300,54412.0,95123.0,DebtCon,ProfExe,6.0,0.0,0.0,134.24264794,2.0,22.0,0
2768,36.174251253,22300,59809.0,90883.0,DebtCon,Office,2.0,0.0,0.0,161.40290565,1.0,22.0,0
2769,30.318596795,16900,47129.0,62342.0,DebtCon,Other,15.0,0.0,0.0,290.14892122,0.0,21.0,0
2770,34.015359605,10700,56197.0,79272.0,HomeImp,Other,18.0,0.0,0.0,218.98166217,1.0,16.0,0
2771,27.979694402,17400,64163.0,84948.0,HomeImp,ProfExe,12.0,0.0,2.0,172.71116574,0.0,13.0,0
2772,20.090783327,11700,15163.0,74500.0,DebtCon,ProfExe,19.0,0.0,2.0,378.82581852,1.0,11.0,0
2773,29.741908938,27100,,31681.0,HomeImp,Other,23.0,0.0,0.0,92.514030362,2.0,15.0,0
2774,1.8555399803,26500,61223.0,92255.0,DebtCon,Other,2.0,0.0,1.0,214.03253889,0.0,17.0,1
2775,43.524097796,18900,69325.0,102438.0,DebtCon,Other,,2.0,1.0,222.65227491,2.0,13.0,0
2776,30.587728164,22900,28217.0,52804.0,DebtCon,Other,14.0,0.0,0.0,109.36568457,1.0,25.0,0
2777,25.357164928,24000,31243.0,50602.0,HomeImp,Self,3.0,1.0,,135.19851865,,11.0,0
2778,29.055433128,6500,63144.0,76754.0,HomeImp,Mgr,2.0,0.0,2.0,129.0777116,0.0,23.0,0
2779,,19700,32989.0,75950.0,DebtCon,ProfExe,9.0,0.0,0.0,283.1,0.0,19.0,0
2780,,14600,67997.0,87000.0,DebtCon,Other,11.0,1.0,,93.333333333,3.0,23.0,1
2781,32.210050357,15200,71233.0,84439.0,DebtCon,Other,1.0,0.0,0.0,242.98332141,2.0,26.0,0
2782,39.959108765,5800,79296.0,86885.0,DebtCon,Mgr,19.0,0.0,1.0,307.9748816,1.0,23.0,0
2783,39.489317202,27400,46575.0,85263.0,DebtCon,Office,1.0,0.0,0.0,155.64704116,2.0,19.0,0
2784,33.760748359,25400,62906.0,96327.0,DebtCon,Other,17.0,0.0,0.0,110.62012706,1.0,16.0,0
2785,39.744314309,22400,93140.0,120977.0,DebtCon,Other,23.0,0.0,0.0,232.85548365,0.0,27.0,0
2786,,18000,45000.0,68500.0,DebtCon,ProfExe,10.0,0.0,0.0,190.8,1.0,42.0,0
2787,33.849092539,10900,116030.0,125179.0,DebtCon,Self,6.0,0.0,0.0,177.08584488,0.0,19.0,0
2788,30.859724325,28700,137247.0,186685.0,DebtCon,Mgr,0.0,,,110.49500235,,39.0,0
2789,,23300,36000.0,,DebtCon,Other,19.0,4.0,0.0,113.56666667,2.0,20.0,1
2790,,20500,89269.0,132500.0,DebtCon,ProfExe,,0.0,0.0,203.9,0.0,21.0,0
2791,41.62936282,30300,54352.0,79302.0,DebtCon,Office,0.0,0.0,0.0,152.20277687,3.0,19.0,0
2792,,15200,65000.0,92000.0,DebtCon,Office,1.0,0.0,0.0,152.13333333,4.0,20.0,0
2793,32.177861062,27800,64804.0,97553.0,DebtCon,Other,15.0,1.0,0.0,105.09866375,1.0,17.0,0
2794,42.319518305,13600,159591.0,182585.0,DebtCon,ProfExe,7.0,,1.0,199.69861743,3.0,25.0,0
2795,42.845962863,16800,58193.0,82942.0,DebtCon,Other,1.0,0.0,0.0,320.06300966,3.0,16.0,0
2796,27.744055511,22600,78975.0,103374.0,DebtCon,Mgr,11.0,0.0,0.0,259.31975498,1.0,14.0,1
2797,37.469017947,16900,66812.0,90973.0,HomeImp,Office,9.0,,,108.00552587,0.0,10.0,0
2798,35.310217008,13600,112223.0,144451.0,DebtCon,ProfExe,0.0,0.0,0.0,259.73311697,1.0,45.0,0
2799,35.425579192,18400,61049.0,96397.0,DebtCon,Office,2.0,0.0,0.0,80.155757172,0.0,23.0,0
2800,28.484858563,15600,58728.0,92443.0,HomeImp,ProfExe,6.0,0.0,0.0,128.02959933,0.0,13.0,0
2801,41.840275239,15900,97478.0,120514.0,DebtCon,Office,1.0,,3.0,264.26091644,1.0,29.0,0
2802,16.353642579,43100,8482.0,64282.0,HomeImp,Office,,0.0,0.0,312.11768946,0.0,19.0,0
2803,36.529569478,23800,44372.0,67279.0,DebtCon,Other,6.0,0.0,0.0,75.813971337,2.0,19.0,0
2804,34.118615358,16600,77380.0,123638.0,,,,,,,,,0
2805,33.590455142,24400,61260.0,103842.0,DebtCon,ProfExe,1.0,0.0,0.0,179.5402847,0.0,26.0,0
2806,0.8381175254,27900,90694.0,121543.0,DebtCon,Mgr,5.0,2.0,1.0,107.04625061,8.0,15.0,1
2807,42.512000016,33000,232113.0,46286.0,DebtCon,Mgr,3.0,0.0,1.0,214.3529578,2.0,50.0,0
2808,36.044251755,11100,68784.0,85464.0,,ProfExe,2.0,0.0,0.0,117.9983043,0.0,14.0,1
2809,29.645177293,16900,102108.0,117650.0,DebtCon,Other,9.0,0.0,0.0,279.11258466,1.0,19.0,0
2810,37.523324709,11600,89205.0,128462.0,DebtCon,Office,10.0,0.0,0.0,128.12359751,0.0,21.0,0
2811,28.125731087,24600,83099.0,113245.0,DebtCon,ProfExe,9.0,0.0,1.0,122.74921636,0.0,19.0,0
2812,36.91389765,34000,57025.0,103563.0,DebtCon,Office,3.0,0.0,0.0,173.49413187,2.0,24.0,0
2813,36.299617975,18300,26982.0,59552.0,DebtCon,ProfExe,15.0,0.0,0.0,183.61441489,1.0,19.0,0
2814,27.616338511,11700,55119.0,67931.0,DebtCon,Mgr,4.0,0.0,0.0,199.41069924,2.0,16.0,0
2815,31.075616581,11000,,56851.0,HomeImp,Other,10.0,0.0,0.0,308.43564919,2.0,13.0,0
2816,32.396509487,8100,66691.0,82768.0,DebtCon,,4.0,0.0,0.0,184.19341758,0.0,15.0,0
2817,41.670187737,28400,206126.0,238745.0,HomeImp,Other,9.0,0.0,0.0,119.0697634,1.0,42.0,0
2818,38.129711796,26600,122501.0,153280.0,DebtCon,Mgr,2.0,0.0,0.0,289.58172299,0.0,25.0,0
2819,39.30720132,15500,46125.0,63276.0,DebtCon,Mgr,27.0,0.0,0.0,298.47641102,0.0,16.0,0
2820,,4000,55000.0,59000.0,DebtCon,Other,12.0,2.0,0.0,146.1,0.0,22.0,1
2821,65.495243152,12000,48189.0,53969.0,DebtCon,Other,5.0,0.0,0.0,276.38174269,0.0,18.0,1
2822,26.189767088,17900,63559.0,81536.0,HomeImp,ProfExe,13.0,0.0,3.0,176.87076849,0.0,13.0,0
2823,43.48806641,16700,59207.0,83146.0,DebtCon,Other,2.0,0.0,0.0,309.49638798,3.0,15.0,0
2824,33.964777335,10700,124330.0,176350.0,DebtCon,Other,8.0,0.0,0.0,222.63433925,1.0,19.0,0
2825,34.558416715,53400,228236.0,305514.0,HomeImp,Self,6.0,0.0,0.0,11.148068505,0.0,2.0,1
2826,28.118296895,13500,59352.0,87767.0,HomeImp,Other,,0.0,0.0,300.57942292,0.0,19.0,0
2827,23.20471329,13800,97778.0,116814.0,DebtCon,Other,15.0,1.0,3.0,120.78139621,1.0,22.0,1
2828,36.648679723,20100,78915.0,119400.0,DebtCon,Mgr,18.0,0.0,0.0,232.82670618,4.0,30.0,0
2829,38.171623527,14900,36120.0,57095.0,DebtCon,ProfExe,4.0,0.0,0.0,239.02367545,1.0,35.0,0
2830,,25000,112000.0,157000.0,DebtCon,Office,5.5,0.0,0.0,63.9,3.0,9.0,1
2831,37.610845011,17300,91350.0,107834.0,HomeImp,ProfExe,3.0,0.0,0.0,118.13306488,0.0,24.0,0
2832,,25000,149000.0,202500.0,HomeImp,Other,11.0,0.0,0.0,256.66666667,2.0,34.0,0
2833,37.085986081,12900,67038.0,110955.0,DebtCon,Office,9.0,0.0,0.0,147.19741366,0.0,12.0,0
2834,,15900,88000.0,109500.0,DebtCon,ProfExe,7.0,0.0,0.0,138.0,2.0,21.0,0
2835,27.873870625,8400,77916.0,93589.0,DebtCon,ProfExe,0.0,,,,,,0
2836,30.182122904,12200,136866.0,162906.0,HomeImp,ProfExe,4.0,0.0,0.0,427.92359149,0.0,43.0,0
2837,27.361339812,27100,20497.0,74244.0,DebtCon,Other,,1.0,2.0,93.060342618,1.0,25.0,0
2838,35.636720346,8200,64006.0,80409.0,HomeImp,Other,15.0,0.0,0.0,235.36324945,0.0,36.0,0
2839,38.339798053,11200,62752.0,73003.0,DebtCon,ProfExe,13.0,0.0,0.0,226.56590487,3.0,31.0,0
2840,34.83482969,26000,139904.0,172310.0,DebtCon,Other,6.0,1.0,0.0,204.11441471,0.0,19.0,0
